Timestamp,IR Presence (Lane 1–4),Vehicle Count,Avg Speed (km/h),Vehicle Types Detected,Vehicle Density (%),Traffic Congestion Level
28:51:00,"[1, 0, 1, 1]",112,34.4,"53 Trucks, 20 Bikes, 13 Vans",36,Medium
28:52:00,"[0, 1, 0, 1]",113,23.5,"76 Fire Extinguisher, 92 Fire Extinguisher, 79 Fire Extinguisher, 19 Vans",61,Medium
28:53:00,"[0, 1, 0, 1]",102,23.8,"75 Bikes, 75 Ambulance",65,Medium
28:54:00,"[1, 0, 1, 1]",110,40.6,"84 Ambulance, 93 Patrol",32,Medium
28:55:00,"[0, 1, 1, 0]",166,32.9,"37 Vans, 77 Cars, 77 Ambulance, 59 Patrol",90,High
28:56:00,"[1, 1, 1, 1]",160,26.0,"52 Trucks, 11 Cars, 49 Trucks, 72 Vans",34,Medium
28:57:00,"[0, 0, 1, 1]",123,34.7,"22 Bikes, 84 Bikes",40,Medium
28:58:00,"[0, 1, 1, 0]",117,21.9,"82 Vans, 18 Ambulance",38,Medium
28:59:00,"[0, 1, 1, 0]",152,37.5,"76 Trucks, 89 Ambulance, 34 Cars",74,High
29:00:00,"[0, 0, 1, 0]",114,28.1,"26 Ambulance, 70 Patrol, 21 Patrol, 98 Fire Extinguisher",49,Medium
29:01:00,"[0, 1, 1, 1]",112,43.9,"32 Bikes, 36 Vans, 32 Ambulance",66,Medium
29:02:00,"[0, 0, 0, 1]",149,29.3,"49 Vans, 57 Cars",44,Medium
29:03:00,"[0, 1, 0, 0]",170,33.7,"86 Ambulance, 24 Ambulance, 62 Trucks",40,Medium
29:04:00,"[1, 0, 1, 0]",59,20.3,"34 Patrol, 46 Cars, 86 Cars",60,Medium
29:05:00,"[1, 0, 0, 1]",182,22.2,"78 Ambulance, 27 Fire Extinguisher",70,High
29:06:00,"[0, 0, 1, 1]",146,31.8,"31 Trucks, 66 Bikes, 38 Bikes, 18 Patrol",73,High
29:07:00,"[0, 1, 0, 1]",89,34.4,"68 Cars, 40 Vans, 92 Trucks",44,Low
29:08:00,"[1, 0, 0, 1]",137,38.0,"68 Fire Extinguisher, 69 Vans, 98 Fire Extinguisher",63,Medium
29:09:00,"[1, 0, 1, 1]",98,28.7,"39 Vans, 53 Ambulance",75,High
29:10:00,"[1, 0, 1, 1]",162,40.8,"38 Fire Extinguisher, 75 Trucks, 55 Cars",54,Medium
29:11:00,"[0, 1, 0, 1]",188,45.8,"83 Fire Extinguisher, 59 Fire Extinguisher, 39 Trucks",55,Medium
29:12:00,"[1, 0, 0, 0]",75,43.4,"32 Bikes, 100 Fire Extinguisher, 98 Fire Extinguisher",42,Low
29:13:00,"[0, 1, 1, 0]",99,21.2,"95 Vans, 50 Cars, 63 Bikes, 40 Bikes",55,Medium
29:14:00,"[1, 1, 1, 1]",155,34.4,"55 Ambulance, 78 Bikes, 80 Bikes",86,High
29:15:00,"[1, 0, 1, 1]",126,23.1,"58 Fire Extinguisher, 71 Cars",32,Medium
29:16:00,"[1, 1, 0, 0]",101,27.3,"66 Patrol, 16 Vans, 95 Cars, 87 Cars",69,Medium
29:17:00,"[1, 0, 0, 1]",122,49.6,"47 Ambulance, 86 Patrol, 41 Bikes",70,High
29:18:00,"[0, 1, 0, 1]",101,24.3,"64 Cars, 12 Vans",87,High
29:19:00,"[1, 1, 1, 0]",186,35.0,"29 Trucks, 27 Vans, 41 Patrol, 51 Ambulance",35,Medium
29:20:00,"[0, 0, 0, 0]",86,38.5,"73 Vans, 50 Cars, 69 Trucks, 81 Bikes",31,Low
29:21:00,"[0, 0, 0, 1]",144,41.1,"49 Ambulance, 88 Trucks",74,High
29:22:00,"[1, 0, 0, 0]",101,36.8,"71 Patrol, 56 Ambulance",48,Medium
29:23:00,"[0, 1, 1, 1]",54,20.3,"45 Patrol, 60 Ambulance, 92 Patrol, 54 Trucks",42,Low
29:24:00,"[1, 0, 0, 0]",131,29.8,"35 Patrol, 38 Trucks, 50 Bikes",37,Medium
29:25:00,"[0, 0, 0, 1]",74,35.5,"30 Cars, 44 Bikes, 83 Patrol",76,High
29:26:00,"[1, 0, 1, 1]",144,22.6,"14 Bikes, 60 Fire Extinguisher, 71 Fire Extinguisher",35,Medium
29:27:00,"[1, 1, 0, 1]",108,30.5,"68 Trucks, 37 Patrol",42,Medium
29:28:00,"[0, 1, 1, 1]",105,21.0,"12 Ambulance, 35 Cars, 57 Cars",68,Medium
29:29:00,"[1, 1, 1, 0]",176,22.4,"56 Bikes, 44 Fire Extinguisher",43,Medium
29:30:00,"[0, 1, 1, 1]",142,31.9,"44 Patrol, 74 Patrol, 70 Ambulance, 24 Patrol",83,High
29:31:00,"[1, 0, 0, 0]",120,24.0,"17 Fire Extinguisher, 51 Cars",30,Medium
29:32:00,"[0, 0, 1, 1]",135,37.0,"92 Cars, 58 Patrol, 19 Cars",65,Medium
29:33:00,"[0, 1, 1, 0]",76,40.7,"10 Fire Extinguisher, 46 Fire Extinguisher, 93 Patrol, 73 Trucks",45,Low
29:34:00,"[0, 0, 1, 0]",126,44.0,"74 Trucks, 11 Trucks, 38 Fire Extinguisher",73,High
29:35:00,"[0, 1, 0, 1]",132,26.0,"79 Patrol, 91 Vans",84,High
29:36:00,"[1, 0, 0, 0]",124,25.0,"67 Vans, 29 Fire Extinguisher, 23 Vans, 27 Bikes",58,Medium
29:37:00,"[0, 0, 1, 0]",99,23.1,"28 Bikes, 14 Ambulance, 80 Patrol, 71 Fire Extinguisher",52,Medium
29:38:00,"[0, 0, 1, 0]",125,39.1,"39 Patrol, 100 Fire Extinguisher, 11 Patrol",69,Medium
29:39:00,"[0, 0, 0, 0]",119,41.2,"84 Fire Extinguisher, 88 Cars, 100 Cars",49,Medium
29:40:00,"[1, 1, 0, 0]",71,20.9,"99 Fire Extinguisher, 24 Ambulance, 92 Patrol, 86 Fire Extinguisher",80,High
29:41:00,"[0, 0, 1, 0]",119,48.1,"100 Bikes, 24 Cars, 97 Trucks, 83 Ambulance",73,High
29:42:00,"[1, 1, 1, 1]",182,21.6,"42 Trucks, 60 Ambulance, 14 Cars",63,Medium
29:43:00,"[0, 0, 1, 1]",200,36.2,"76 Trucks, 28 Ambulance, 60 Patrol, 53 Patrol",89,High
29:44:00,"[1, 0, 1, 0]",168,41.3,"10 Ambulance, 91 Cars",90,High
29:45:00,"[1, 1, 1, 1]",146,46.1,"63 Trucks, 74 Bikes, 89 Patrol",68,Medium
29:46:00,"[0, 0, 1, 1]",198,41.4,"22 Ambulance, 45 Patrol, 26 Bikes",77,High
29:47:00,"[1, 1, 1, 0]",191,44.1,"20 Cars, 37 Vans, 53 Fire Extinguisher",85,High
29:48:00,"[0, 1, 1, 1]",158,30.2,"69 Trucks, 100 Fire Extinguisher, 97 Ambulance, 88 Patrol",59,Medium
29:49:00,"[1, 1, 1, 1]",114,44.4,"37 Vans, 54 Fire Extinguisher, 14 Ambulance",69,Medium
29:50:00,"[1, 1, 0, 1]",138,22.4,"81 Ambulance, 51 Bikes, 28 Cars",44,Medium
29:51:00,"[0, 0, 0, 0]",179,46.8,"61 Ambulance, 76 Patrol, 47 Trucks",72,High
29:52:00,"[1, 0, 0, 0]",123,36.4,"58 Trucks, 14 Vans",58,Medium
29:53:00,"[0, 0, 0, 0]",150,44.5,"68 Patrol, 25 Vans, 61 Cars, 97 Ambulance",39,Medium
29:54:00,"[0, 1, 0, 0]",99,33.6,"100 Ambulance, 88 Patrol, 40 Cars",86,High
29:55:00,"[0, 0, 0, 1]",169,39.3,"53 Ambulance, 35 Bikes, 35 Ambulance, 12 Vans",63,Medium
29:56:00,"[1, 1, 0, 1]",125,35.8,"25 Ambulance, 62 Trucks, 47 Fire Extinguisher",39,Medium
29:57:00,"[1, 0, 1, 1]",111,41.9,"40 Fire Extinguisher, 47 Patrol, 23 Patrol, 59 Trucks",72,High
29:58:00,"[0, 1, 1, 1]",153,22.4,"13 Ambulance, 15 Ambulance, 42 Ambulance, 46 Bikes",41,Medium
29:59:00,"[1, 0, 1, 0]",153,21.8,"10 Fire Extinguisher, 20 Bikes, 52 Trucks",64,Medium
30:00:00,"[0, 0, 0, 1]",174,27.4,"11 Vans, 76 Bikes, 96 Fire Extinguisher, 80 Vans",41,Medium
30:01:00,"[0, 1, 1, 1]",199,24.8,"73 Fire Extinguisher, 47 Trucks",87,High
30:02:00,"[1, 0, 0, 0]",169,46.2,"25 Fire Extinguisher, 88 Trucks",31,Medium
30:03:00,"[0, 1, 0, 1]",119,26.6,"96 Vans, 50 Patrol, 30 Patrol",54,Medium
30:04:00,"[1, 0, 1, 1]",121,49.3,"89 Trucks, 10 Vans, 52 Trucks, 89 Cars",62,Medium
30:05:00,"[1, 1, 1, 1]",80,30.1,"78 Trucks, 66 Trucks",33,Low
30:06:00,"[0, 0, 0, 1]",148,25.5,"23 Ambulance, 81 Ambulance",81,High
30:07:00,"[0, 1, 1, 0]",59,43.7,"80 Ambulance, 78 Bikes, 12 Bikes",65,Medium
30:08:00,"[1, 0, 0, 1]",169,39.8,"90 Trucks, 57 Ambulance, 31 Cars, 89 Bikes",35,Medium
30:09:00,"[1, 0, 0, 0]",71,34.9,"80 Patrol, 37 Bikes, 95 Fire Extinguisher",70,High
30:10:00,"[0, 0, 0, 0]",196,36.7,"18 Trucks, 40 Cars, 89 Trucks, 66 Trucks",72,High
30:11:00,"[1, 0, 1, 0]",89,41.6,"82 Fire Extinguisher, 53 Trucks",38,Low
30:12:00,"[0, 1, 1, 0]",149,26.9,"49 Trucks, 11 Ambulance",90,High
30:13:00,"[1, 0, 1, 0]",192,49.9,"71 Trucks, 36 Bikes, 42 Bikes",59,Medium
30:14:00,"[0, 0, 1, 1]",128,49.2,"60 Trucks, 81 Ambulance",88,High
30:15:00,"[1, 0, 1, 1]",75,39.5,"98 Cars, 29 Bikes, 31 Cars",72,High
30:16:00,"[1, 0, 0, 0]",74,26.0,"46 Trucks, 28 Bikes, 82 Bikes, 76 Ambulance",72,High
30:17:00,"[0, 1, 0, 1]",63,40.4,"10 Bikes, 38 Cars, 52 Trucks",58,Medium
30:18:00,"[0, 1, 1, 1]",177,22.2,"26 Trucks, 42 Trucks",40,Medium
30:19:00,"[0, 1, 1, 1]",121,20.9,"85 Fire Extinguisher, 22 Bikes, 64 Patrol",44,Medium
30:20:00,"[0, 1, 1, 0]",136,27.7,"56 Trucks, 41 Bikes",88,High
30:21:00,"[1, 0, 1, 0]",82,33.9,"39 Patrol, 53 Fire Extinguisher",47,Low
30:22:00,"[1, 1, 1, 0]",69,46.0,"69 Trucks, 28 Fire Extinguisher",39,Low
30:23:00,"[0, 1, 1, 0]",139,41.8,"18 Fire Extinguisher, 90 Patrol, 73 Patrol",76,High
30:24:00,"[1, 1, 1, 1]",122,42.3,"61 Ambulance, 71 Trucks",85,High
30:25:00,"[0, 1, 1, 0]",86,32.8,"86 Trucks, 62 Bikes, 22 Bikes",50,Medium
30:26:00,"[1, 1, 0, 1]",55,30.4,"68 Vans, 36 Trucks, 37 Trucks",83,High
30:27:00,"[0, 1, 0, 1]",138,31.1,"84 Ambulance, 53 Fire Extinguisher",55,Medium
30:28:00,"[1, 1, 0, 1]",159,49.6,"36 Patrol, 89 Ambulance, 16 Vans, 16 Vans",35,Medium
30:29:00,"[0, 1, 1, 1]",152,21.2,"90 Patrol, 32 Cars, 11 Fire Extinguisher, 58 Patrol",89,High
30:30:00,"[1, 0, 1, 1]",169,46.0,"74 Fire Extinguisher, 39 Trucks, 85 Trucks, 43 Bikes",87,High
30:31:00,"[0, 1, 0, 0]",100,37.4,"67 Patrol, 29 Ambulance, 43 Fire Extinguisher, 33 Fire Extinguisher",46,Medium
30:32:00,"[0, 1, 0, 0]",58,33.2,"65 Patrol, 51 Trucks",58,Medium
30:33:00,"[0, 1, 1, 0]",147,41.8,"10 Patrol, 25 Vans, 38 Patrol, 31 Cars",34,Medium
30:34:00,"[0, 0, 0, 1]",81,34.6,"57 Fire Extinguisher, 84 Bikes, 43 Vans",68,Medium
30:35:00,"[0, 1, 0, 0]",100,46.2,"18 Ambulance, 63 Patrol",57,Medium
30:36:00,"[1, 0, 0, 1]",169,47.0,"81 Ambulance, 27 Cars",82,High
30:37:00,"[1, 0, 1, 0]",54,32.7,"64 Cars, 67 Bikes, 29 Bikes, 45 Bikes",50,Medium
30:38:00,"[1, 0, 1, 1]",101,28.3,"85 Patrol, 22 Cars",63,Medium
30:39:00,"[0, 0, 1, 1]",189,37.8,"76 Ambulance, 15 Fire Extinguisher, 23 Bikes, 37 Fire Extinguisher",80,High
30:40:00,"[0, 0, 1, 1]",135,47.4,"31 Patrol, 94 Trucks, 25 Ambulance",45,Medium
30:41:00,"[1, 0, 0, 0]",60,26.3,"74 Trucks, 78 Cars",80,High
30:42:00,"[1, 1, 1, 1]",148,38.7,"92 Vans, 40 Ambulance",82,High
30:43:00,"[1, 1, 1, 0]",82,38.9,"85 Ambulance, 16 Bikes, 37 Bikes, 40 Fire Extinguisher",39,Low
30:44:00,"[1, 1, 1, 0]",180,42.0,"10 Cars, 27 Ambulance, 23 Vans, 97 Trucks",66,Medium
30:45:00,"[0, 0, 0, 1]",60,23.9,"40 Trucks, 14 Cars, 18 Patrol, 61 Ambulance",45,Low
30:46:00,"[1, 1, 1, 0]",110,41.5,"63 Vans, 84 Bikes, 13 Fire Extinguisher, 91 Patrol",64,Medium
30:47:00,"[0, 0, 1, 1]",64,47.3,"77 Vans, 90 Ambulance, 34 Patrol, 99 Fire Extinguisher",48,Low
30:48:00,"[0, 0, 1, 1]",191,25.4,"29 Ambulance, 27 Cars, 50 Ambulance",36,Medium
30:49:00,"[1, 0, 1, 1]",98,27.1,"48 Patrol, 76 Bikes",30,Low
30:50:00,"[0, 1, 1, 0]",90,49.1,"42 Fire Extinguisher, 86 Bikes, 75 Trucks",43,Low
30:51:00,"[1, 0, 0, 1]",178,25.4,"34 Cars, 99 Fire Extinguisher, 25 Patrol",62,Medium
30:52:00,"[1, 0, 1, 1]",87,45.6,"53 Fire Extinguisher, 30 Ambulance, 83 Trucks",85,High
30:53:00,"[0, 0, 1, 1]",121,34.8,"46 Patrol, 47 Bikes",76,High
30:54:00,"[0, 1, 1, 0]",129,27.4,"20 Fire Extinguisher, 19 Vans, 78 Bikes, 98 Bikes",34,Medium
30:55:00,"[1, 0, 1, 0]",176,46.1,"97 Trucks, 47 Trucks, 64 Fire Extinguisher, 37 Ambulance",52,Medium
30:56:00,"[0, 0, 1, 1]",90,33.4,"20 Patrol, 73 Bikes, 19 Vans",80,High
30:57:00,"[0, 0, 0, 0]",108,35.4,"57 Cars, 45 Vans",56,Medium
30:58:00,"[0, 1, 1, 0]",107,30.8,"31 Fire Extinguisher, 71 Trucks, 42 Ambulance",49,Medium
30:59:00,"[0, 1, 0, 0]",56,37.8,"17 Patrol, 43 Trucks, 89 Fire Extinguisher",57,Medium
31:00:00,"[0, 1, 0, 0]",103,24.9,"37 Trucks, 96 Vans, 80 Patrol",33,Medium
31:01:00,"[0, 1, 1, 0]",60,31.7,"46 Cars, 37 Cars, 31 Trucks",69,Medium
31:02:00,"[1, 1, 1, 0]",154,49.1,"50 Trucks, 74 Fire Extinguisher, 67 Ambulance",39,Medium
31:03:00,"[1, 0, 0, 0]",175,27.7,"34 Ambulance, 84 Ambulance",88,High
31:04:00,"[0, 1, 0, 1]",83,39.7,"66 Cars, 54 Fire Extinguisher, 94 Vans, 83 Cars",81,High
31:05:00,"[0, 0, 1, 1]",189,29.8,"69 Ambulance, 49 Fire Extinguisher, 48 Trucks",78,High
31:06:00,"[0, 1, 0, 0]",200,43.2,"69 Trucks, 30 Cars, 78 Patrol, 96 Patrol",68,Medium
31:07:00,"[0, 0, 0, 1]",178,23.9,"19 Fire Extinguisher, 61 Cars, 66 Cars",54,Medium
31:08:00,"[0, 1, 0, 1]",127,49.1,"74 Ambulance, 56 Cars, 35 Cars",30,Medium
31:09:00,"[0, 1, 0, 1]",177,33.6,"25 Vans, 31 Fire Extinguisher, 66 Cars, 34 Ambulance",32,Medium
31:10:00,"[0, 1, 1, 0]",81,27.1,"48 Fire Extinguisher, 46 Vans",65,Medium
31:11:00,"[0, 0, 0, 0]",94,22.2,"52 Trucks, 17 Vans, 58 Fire Extinguisher, 30 Cars",31,Low
31:12:00,"[1, 0, 1, 0]",57,25.1,"48 Vans, 92 Bikes",86,High
31:13:00,"[0, 0, 1, 1]",191,35.6,"96 Vans, 79 Patrol",56,Medium
31:14:00,"[0, 0, 1, 0]",99,30.1,"16 Fire Extinguisher, 94 Fire Extinguisher",42,Low
31:15:00,"[0, 1, 1, 1]",178,44.9,"98 Patrol, 58 Trucks",79,High
31:16:00,"[1, 0, 1, 0]",125,32.9,"44 Trucks, 61 Ambulance, 27 Cars, 76 Vans",90,High
31:17:00,"[0, 0, 1, 0]",164,27.5,"79 Vans, 18 Fire Extinguisher, 67 Vans",68,Medium
31:18:00,"[1, 0, 0, 1]",114,38.5,"54 Cars, 29 Fire Extinguisher",62,Medium
31:19:00,"[1, 1, 1, 0]",103,41.2,"20 Fire Extinguisher, 96 Fire Extinguisher, 88 Trucks",75,High
31:20:00,"[0, 1, 0, 0]",126,25.0,"54 Trucks, 92 Vans, 70 Bikes",71,High
31:21:00,"[1, 1, 1, 1]",57,25.0,"37 Fire Extinguisher, 53 Cars, 43 Bikes",43,Low
31:22:00,"[0, 0, 1, 0]",88,21.1,"92 Patrol, 14 Fire Extinguisher, 24 Ambulance, 47 Ambulance",78,High
31:23:00,"[1, 0, 1, 0]",168,42.1,"43 Cars, 30 Cars, 95 Vans",45,Medium
31:24:00,"[0, 0, 1, 1]",59,39.9,"28 Ambulance, 100 Vans",34,Low
31:25:00,"[0, 0, 1, 0]",132,34.2,"96 Fire Extinguisher, 23 Trucks",54,Medium
31:26:00,"[0, 0, 0, 1]",63,45.3,"49 Trucks, 67 Ambulance",47,Low
31:27:00,"[1, 1, 1, 1]",75,44.2,"38 Vans, 56 Trucks, 37 Ambulance",34,Low
31:28:00,"[0, 1, 1, 1]",128,37.6,"54 Ambulance, 80 Patrol, 41 Ambulance, 80 Bikes",59,Medium
31:29:00,"[1, 1, 1, 0]",94,46.0,"76 Patrol, 99 Patrol, 71 Ambulance",32,Low
31:30:00,"[1, 0, 1, 0]",104,26.2,"48 Ambulance, 68 Trucks, 22 Ambulance",71,High
31:31:00,"[1, 1, 0, 1]",113,23.4,"88 Vans, 76 Trucks, 76 Fire Extinguisher, 48 Cars",78,High
31:32:00,"[0, 1, 0, 1]",134,28.1,"51 Trucks, 54 Patrol",86,High
31:33:00,"[1, 0, 0, 0]",181,21.7,"21 Fire Extinguisher, 87 Ambulance",86,High
31:34:00,"[1, 1, 1, 1]",85,35.9,"64 Ambulance, 43 Vans, 14 Ambulance",35,Low
31:35:00,"[1, 0, 1, 1]",105,48.1,"100 Fire Extinguisher, 31 Vans, 50 Bikes",62,Medium
31:36:00,"[1, 1, 0, 1]",199,21.2,"85 Cars, 48 Patrol, 12 Vans, 79 Cars",50,Medium
31:37:00,"[0, 1, 1, 0]",78,23.7,"74 Bikes, 22 Trucks",84,High
31:38:00,"[1, 1, 1, 1]",104,33.6,"26 Cars, 24 Bikes, 58 Ambulance, 11 Cars",48,Medium
31:39:00,"[0, 0, 0, 0]",67,48.0,"18 Fire Extinguisher, 52 Ambulance",38,Low
31:40:00,"[1, 1, 1, 0]",85,29.5,"51 Fire Extinguisher, 28 Fire Extinguisher",56,Medium
31:41:00,"[0, 0, 0, 1]",175,35.2,"99 Bikes, 47 Vans, 41 Bikes, 73 Bikes",30,Medium
31:42:00,"[0, 0, 0, 1]",144,21.2,"38 Fire Extinguisher, 38 Trucks, 82 Trucks, 43 Cars",41,Medium
31:43:00,"[0, 1, 1, 0]",131,24.5,"68 Cars, 16 Cars",81,High
31:44:00,"[1, 1, 0, 1]",143,49.6,"20 Bikes, 51 Patrol",71,High
31:45:00,"[1, 1, 1, 1]",112,49.0,"30 Vans, 30 Cars, 31 Cars, 77 Trucks",46,Medium
31:46:00,"[1, 0, 0, 0]",145,20.1,"73 Ambulance, 71 Fire Extinguisher",73,High
31:47:00,"[0, 1, 1, 0]",63,48.6,"58 Bikes, 43 Fire Extinguisher, 79 Trucks",51,Medium
31:48:00,"[0, 0, 0, 0]",149,39.2,"99 Trucks, 73 Patrol, 66 Vans",56,Medium
31:49:00,"[0, 0, 0, 1]",138,46.0,"78 Trucks, 18 Trucks, 35 Fire Extinguisher",63,Medium
31:50:00,"[0, 0, 0, 1]",128,33.6,"51 Patrol, 17 Trucks",38,Medium
31:51:00,"[1, 1, 0, 0]",115,35.5,"94 Cars, 59 Cars, 46 Ambulance",46,Medium
31:52:00,"[0, 0, 1, 0]",99,34.7,"58 Vans, 42 Cars, 85 Ambulance",67,Medium
31:53:00,"[0, 0, 0, 0]",131,40.0,"92 Ambulance, 96 Bikes, 92 Patrol, 83 Vans",43,Medium
31:54:00,"[1, 0, 0, 0]",151,24.2,"51 Fire Extinguisher, 25 Bikes, 71 Bikes",39,Medium
31:55:00,"[0, 0, 1, 0]",82,20.9,"14 Patrol, 19 Fire Extinguisher, 41 Bikes",43,Low
31:56:00,"[1, 0, 0, 0]",183,29.2,"96 Ambulance, 72 Fire Extinguisher, 28 Trucks",79,High
31:57:00,"[1, 1, 0, 1]",53,41.1,"58 Patrol, 49 Vans",70,High
31:58:00,"[1, 1, 0, 1]",81,26.1,"85 Fire Extinguisher, 97 Trucks, 89 Patrol, 39 Trucks",51,Medium
31:59:00,"[0, 1, 1, 1]",103,40.2,"98 Patrol, 25 Trucks",32,Medium
32:00:00,"[0, 0, 1, 0]",164,49.1,"99 Patrol, 13 Patrol, 94 Ambulance, 61 Bikes",52,Medium
32:01:00,"[1, 1, 1, 1]",80,22.8,"30 Patrol, 30 Cars, 70 Trucks",35,Low
32:02:00,"[0, 1, 1, 1]",198,40.2,"48 Fire Extinguisher, 10 Bikes, 87 Ambulance",67,Medium
32:03:00,"[1, 0, 0, 0]",108,33.3,"68 Trucks, 90 Vans, 68 Vans",39,Medium
32:04:00,"[1, 0, 1, 1]",134,46.0,"17 Bikes, 82 Patrol, 68 Vans",52,Medium
32:05:00,"[0, 0, 0, 1]",160,25.3,"55 Bikes, 45 Cars, 49 Cars",31,Medium
32:06:00,"[1, 1, 0, 1]",114,40.8,"36 Trucks, 25 Fire Extinguisher, 32 Cars",45,Medium
32:07:00,"[0, 1, 0, 1]",113,45.1,"28 Cars, 87 Cars, 72 Vans, 91 Fire Extinguisher",68,Medium
32:08:00,"[0, 1, 0, 0]",174,48.3,"21 Bikes, 53 Patrol, 36 Patrol",84,High
32:09:00,"[0, 0, 1, 1]",173,40.5,"15 Bikes, 96 Ambulance, 95 Bikes",56,Medium
32:10:00,"[1, 1, 1, 1]",78,34.9,"76 Fire Extinguisher, 51 Trucks, 58 Bikes",75,High
32:11:00,"[1, 1, 0, 1]",150,38.5,"37 Patrol, 54 Bikes",45,Medium
32:12:00,"[1, 1, 1, 1]",93,46.1,"33 Cars, 11 Patrol, 25 Trucks, 55 Trucks",67,Medium
32:13:00,"[0, 1, 0, 1]",110,37.1,"38 Bikes, 15 Fire Extinguisher, 58 Patrol",35,Medium
32:14:00,"[1, 0, 1, 0]",181,20.9,"87 Patrol, 12 Ambulance, 20 Vans, 93 Cars",50,Medium
32:15:00,"[1, 1, 1, 0]",120,47.9,"89 Ambulance, 10 Bikes, 46 Cars, 11 Fire Extinguisher",36,Medium
32:16:00,"[1, 1, 1, 0]",105,40.7,"46 Fire Extinguisher, 14 Trucks, 95 Patrol",90,High
32:17:00,"[0, 1, 1, 1]",162,40.3,"33 Ambulance, 13 Patrol, 60 Patrol",35,Medium
32:18:00,"[1, 1, 0, 0]",175,26.5,"19 Cars, 25 Trucks",65,Medium
32:19:00,"[1, 1, 0, 0]",68,39.8,"55 Vans, 38 Bikes, 67 Trucks, 79 Patrol",65,Medium
32:20:00,"[0, 0, 1, 0]",94,31.8,"29 Cars, 83 Vans, 12 Fire Extinguisher",32,Low
32:21:00,"[1, 1, 1, 0]",57,39.5,"14 Bikes, 95 Bikes, 45 Patrol",31,Low
32:22:00,"[1, 1, 1, 1]",143,23.2,"20 Fire Extinguisher, 94 Fire Extinguisher",35,Medium
32:23:00,"[1, 0, 1, 1]",120,39.7,"63 Fire Extinguisher, 71 Cars",67,Medium
32:24:00,"[0, 0, 1, 0]",186,50.0,"88 Cars, 75 Patrol",57,Medium
32:25:00,"[0, 1, 0, 1]",146,21.4,"22 Ambulance, 47 Patrol, 86 Ambulance",81,High
32:26:00,"[1, 0, 0, 0]",118,49.3,"86 Vans, 59 Patrol, 100 Cars, 57 Fire Extinguisher",83,High
32:27:00,"[1, 0, 1, 0]",137,32.2,"94 Cars, 17 Fire Extinguisher, 34 Bikes, 53 Trucks",89,High
32:28:00,"[0, 0, 1, 0]",93,46.1,"45 Patrol, 55 Bikes",45,Low
32:29:00,"[1, 1, 0, 0]",188,43.5,"90 Fire Extinguisher, 40 Patrol",63,Medium
32:30:00,"[1, 0, 0, 0]",60,37.0,"34 Trucks, 87 Trucks",46,Low
32:31:00,"[1, 0, 0, 0]",106,42.2,"42 Bikes, 82 Trucks",53,Medium
32:32:00,"[0, 0, 1, 1]",65,46.4,"23 Patrol, 62 Trucks, 62 Trucks",65,Medium
32:33:00,"[1, 0, 0, 1]",189,32.1,"89 Trucks, 65 Trucks",30,Medium
32:34:00,"[1, 0, 1, 0]",180,29.8,"31 Cars, 24 Ambulance, 30 Bikes, 35 Bikes",55,Medium
32:35:00,"[1, 1, 1, 0]",63,40.0,"94 Vans, 19 Patrol, 57 Trucks, 12 Trucks",39,Low
32:36:00,"[0, 0, 0, 0]",140,44.2,"52 Ambulance, 31 Cars",56,Medium
32:37:00,"[0, 1, 1, 0]",199,42.9,"71 Trucks, 93 Fire Extinguisher, 37 Cars",55,Medium
32:38:00,"[0, 1, 1, 1]",186,43.9,"62 Fire Extinguisher, 49 Trucks",57,Medium
32:39:00,"[1, 1, 1, 0]",171,33.1,"47 Vans, 97 Trucks, 10 Cars, 58 Cars",81,High
32:40:00,"[1, 0, 1, 0]",94,44.5,"92 Trucks, 24 Vans, 43 Cars, 10 Patrol",62,Medium
32:41:00,"[0, 0, 1, 0]",148,23.6,"28 Bikes, 31 Trucks, 39 Ambulance",57,Medium
32:42:00,"[0, 0, 1, 1]",157,36.3,"92 Fire Extinguisher, 54 Patrol",46,Medium
32:43:00,"[0, 1, 1, 1]",106,20.2,"98 Trucks, 44 Patrol, 25 Bikes, 21 Bikes",79,High
32:44:00,"[0, 1, 0, 0]",196,29.7,"14 Vans, 92 Patrol, 11 Patrol",67,Medium
32:45:00,"[0, 0, 0, 0]",181,31.0,"32 Fire Extinguisher, 66 Fire Extinguisher",60,Medium
32:46:00,"[0, 1, 1, 1]",135,31.9,"71 Fire Extinguisher, 77 Vans",66,Medium
32:47:00,"[1, 0, 1, 1]",73,40.9,"32 Bikes, 36 Ambulance, 100 Bikes",81,High
32:48:00,"[0, 1, 0, 0]",97,31.7,"86 Ambulance, 79 Patrol, 17 Patrol",70,High
32:49:00,"[0, 1, 0, 1]",90,33.5,"14 Cars, 55 Patrol, 12 Bikes, 64 Bikes",68,Medium
32:50:00,"[1, 1, 1, 0]",154,27.1,"54 Ambulance, 92 Bikes",44,Medium
32:51:00,"[1, 1, 1, 0]",148,31.2,"47 Patrol, 13 Fire Extinguisher",57,Medium
32:52:00,"[1, 1, 1, 1]",89,26.8,"67 Cars, 28 Patrol",84,High
32:53:00,"[0, 1, 0, 1]",55,22.2,"97 Trucks, 72 Cars, 54 Patrol, 26 Vans",85,High
32:54:00,"[0, 0, 1, 0]",61,38.1,"10 Ambulance, 63 Cars",33,Low
